spm,svar
"Hei! Vi har nylig fått tilgang til eSignering, men jeg finner ikke ut hvordan jeg skal sende et dokument. Kan dere hjelpe meg?",All informasjon finner du her: https://signering-docs.readthedocs.io/en/latest/send-dokument-avsenderportalen.html. Spør gjerne om du lurer på noe mer.
"Hei! Vi bruker ID-porten (SAML) og ser at vårt system peker på idp4. Med endringen den 23. januar, må vi gjøre noe mer enn bare å endre domene?",Du finner metadata for idp6 her: https://docs.digdir.no/docs/idporten/oidc/oidc_func_saml.html. Der finner du også eventuell IP-adresse som må åpnes.
Hei! Vi ønsker å registrere oss som ny API-konsument i Maskinporten for å konsumere data fra Statens vegvesen. Kan dere hjelpe oss med tilgang?,"Vi har opprettet tilgang i Samarbeidsportalen. Den som skal signere bruksvilkårene må registrere seg med virksomhetens e-post på https://minside-samarbeid.digdir.no/, gå til 'Virksomhetens bruksvilkår', velge 'Bruksvilkår for private virksomheter', lese og signere. Kun dette bruksvilkåret skal signeres."
Hei! Jeg skal sende et dokument til eSignering for to personer som signerer på vegne av kommunen og Sametinget. Er det nødvendig å hente inn fødselsnummer fra dem?,"Ja, fødselsnummer er påkrevd i våre systemer ved utsending av signeringsforespørsel. Dette er av sikkerhetshensyn."
Hei! Er det mulig å bruke refresh tokens i integrasjon mot Maskinporten?,"Nei, det er ikke støtte for refresh_token i Maskinporten. Dette fordi det ikke er nødvendig å fornye tilgangstoken ved maskin-til-maskin-integrasjon."
Hei! Vi trenger tilgang i portalen for flere selskaper for å rapportere MVA-melding fra regnskapssystemet vårt. Hvordan gjør vi dette?,"Dere trenger kun én integrasjon som kan brukes på alle selskapene. For å skille dem kan dere legge inn flere redirect-URI-er i integrasjonen. Skjema for å komme i gang finner dere her: https://samarbeid.digdir.no/maskinporten/konsument/119. Fyll ut og send inn for virksomheten som skal registreres, så får dere tilgang til selvbetjening."
Hei! Vi er systemleverandør for en virksomhet som har delegert tilgang til oss. Når vi tester å hente token fra Maskinporten får vi feilen 'invalid_scope' og melding om at tilgang ikke er delegert. Kan dere se hva som er feil?,Ser dere er i testmiljø. Er rettighetene delegert i test?
Hei! Vi har to Digipost-postkasser og ønsker å slette den ene slik at kun én brukes til mottak av attester. Hvordan gjør vi dette?,"Dere har bedriftskonto i Digipost, så kontoen kan dere selv slette ved å logge inn på https://www.digipost.no/bedrift. Hvis dere trenger hjelp, må dere kontakte Digipost kundeservice og spesifisere at det gjelder bedriftskonto. Dere kan også legge til Nicolay Stephansen på kopi ved behov."
Hei! Vi opplever tidvis veldig lang responstid på opptil 60 sekunder fra Maskinporten. Har det vært problemer hos dere som kan ha påvirket dette?,Vi trenger tidspunkt (timestamp) for periodene med lange responstider for å kunne undersøke nærmere.
"Hei, kan du hjelpe meg å finne hva som er galt med oppsettet mitt?Jeg får dennen som svar på /token {""error"": ""invalid_grant"",    ""error_description"": ""Invalid assertion. Client authentication failed. Expired JWT. (trace_id: 75078dbfa8b280ff0248913e14fe550c)"",    ""error_uri"": ""https://test.maskinporten.no/errors/MP-130""}","Hei,Selve jwt-grantet kan ikke ha lenger levetid enn 2 minutter. Kan du sjekke hva du satt til levetid i koden din?"
"Hei. Vi bistår en kunde med oppsett av ID-porten test integrasjon.Når de skal legge inn nøkler for dette skal de bruke virksomhetssertifikat fra Buypass.Er det mulig å bruke virksomhetssertifikat fra Buypass produksjonsmiljø for testintegrasjonen mot ID-porten? Og vedr. samarbeidsportalen for oppsett av testintegrasjon, er det mulig for personer utenfor Norge å få tilgang til den for virksomheten for å administrere test oppsettene?","Testmiljøet støtter ikke sertifikater fra PROD-kjedene til sertifikatleverandørene. Det må bestilles et test-virksomhetssertifikat eller man kan benytte et egengenerert nøkkelpar. For testmiljøet så går det helt fint, så lenge de har en e-postadresse med domenet til virksomheten som skal opprette.TIlgangen til selvbetjening gis på bakgrunn av en knytning mellom e-postdomene og organisasjonsnummer."
"Vi er dansk firma og arbejder med hospitaler i Norge.Vi bliver nu bedt om at implementere BankID.Vi har i forvejen tilsvarende implementeringer i Danmark (MitID) og på Island.Vi er usikre på ""governance"" ift. at få adgang i Norge og også usikre på teknik og prisstruktur.Ved login har vi brug for at kunne ""truste"" at brugeren er den rigtige men skal ikke sende yderligere info til andre systemer. Kan I noget start-pakke-information""?Tak for hjælpen""","For å få tilgang til våre fellesløsninger må de ha et norsk organisasjonsnummer, samt en person med norsk ID-nummer og login på nivå høgt (BankID)"
"Hvad er processen ift. at få adgang til norsk organisasjonsnummer, norsk ID-nummer og login på nivå høgt (BankID)? Vi er er dansk firma og arbejder med hospitaler i Norge. Kan det ske i samarbejde med vores kunder i Norge, eller kræver det at vi selv gennemfører en registrering i Norge?","Hei. Ja, det kan skje i samarbeid med kundene deres i Norge. Vilkår for å ta i bruk våre fellesløysingar finn de her: https://samarbeid.digdir.no/digital-postkasse/bruksvilkar-offentlige-kunder/70"
"Hei, Vi kontakter dere da vi har hatt utfordringer med å finne ut av Altinn delegering av API tilganger for testmiljøer. Vi i Innovit skal i vår økonomi integrasjon levere og hente data mot DFØ API (https://api-test.dfo.no/). Vi er avhengig av for de relevante API at vi får delegert tilgang via Altinn og det er her vi trenger assistanse. Hvordan skal Kulturdirektoratet delegere disse tilgangene korrekt til Innovit? De ble delegert via en fiktiv testorganisasjon til Innovit men dette har vi verifisert ikke fungerer. Alexander fra DFØ oppsummerer fint der dette står:Det er Kulturdirektoratet (971527412) som skal delegere tilgang i Altinn til Innovit (992967137).Feilmeldingen «Consumer has not delegated access to the scope dfo:leverandorer to supplier” kan tyde på at det ikke er gjort.Kulturdirektoratet kan velge å delegere til andre orgno enn Innovit hvis de ønsker det.Det som er viktig for DFØ er at når Innovit (eller andre orgno) henter jwt fra Maskinporten på vegne av Kulturdirektoratet så inneholder tokenet orgno til Kulturdirektoratet.DFØ forholder seg kun til Kulturdirektoratet sitt orgno når vi validerer jwt tokenet i vår API Manager. Vi håper dette er noe dere kan oppklare for oss og vi ser fram til å høre fra dere.Er det behov for mer info ikke nøl med å ta kontakt med oss.","Hei alle! Det som er viktig å være klar over, er at produksjonsmiljøet og testmiljøet er helt separat både for Maskinporten og Altinn. I testmiljøet til Maskinporten, så blir delegeringer hentet fra tt02.altinn.no. Dette kan være litt komplisert når man skal bruke delegering i testmiljøet, fordi det er ikke alle virksomheter som finnes i TT02-miljøet til Altinn, og det er ikke alle som vil være der heller. For at dette skal fungere i test, så må vi få Altinn til å legge inn Kulturdirektoratet i TT02 med en fiktiv daglig leder, så kan de delegere tilgangen der. Jeg trenger en godkjennelse fra Kulturdir. for å sende den bestillingen til Altinn."
Jeg har noen tilbakemeldinger vedrørende Overordnet : https://docs.digdir.no/docs/Maskinporten/maskinporten_overordnet Jeg er opptatt av hvorvidt det er mulig også å legge personlige sertifikater på toppen av maskinporten. Disse sertifikatene skal kunne gi tilgang til en begrenset datamengde også innenfor virksomheten. Hvordan kan en administrere slike sertifikater?,"Hei, Litt usikker på hva du mener. Tenker du for eksempel på at dersom virksomheten har tilgang til folkeregisteret, så vil dere administrere at enkelte brukere får tilgang til gitte deler av registeret? Maskinporten har bare en grovkornet tilgangsstyring der virksomheter får tilgang til scopes/api. Om dere ønsker å begrense tilgangen internt, så må dere være ""strenge"" på hvem som får tilgang til å opprette og administrere integrasjoner på vegne av DSB. Så må dere håndtere internt hvordan dere bruker data fra API-ene som er sikret med Maskinporten. Si gjerne fra om jeg har misforstått bruksområdet."
"Hei! Kort spørsmål ang bruksvilkårene.Vi ble bedt om å registrere iss i samarbeidsportalen for å kunne sette opp en integrasjon med elhub sine data. Tolker jeg det da riktig at det er elhub som er ""API-tilbyder”, og det ikke er noen kostnader for oss med denne registreringen?","Hei. Det er korrekt, dere er API-konsument og skal konsumere fra Elhub -så ingen kostnader for dere."
"Hei! Jeg har registrert meg som bruker, men problemet er at jeg får en feilmelding etter innlogging, slik at jeg ikke kommer videre, og jeg blir bedt om å ta kontakt med servicedesk@digdir.no.",Hei! Har du prøvd i et inkognito vindu?
"Hei! Lillehammer kommune har fått nye nettsider. Vi mangler lenken til e-dialog som vi kan legge inn på den nye nettsiden, kan dere sende meg den?","Hei. Får dere ikke informasjon om lenke fra KS? Lenkene er like for alle, de ser slik ut: https://svarut.ks.no/edialog/mottaker/<organisasjonsnummer>. Så dersom dette gjelder hovedenheten Lillehammer kommune, så er korrekt lenke:  https://svarut.ks.no/edialog/mottaker/945578564."
"Hei, vi har en klient i maskinporten for å hente reseptdata fra NAV.  Den har nå siden 22.06. feilet hos oss med følgende feilmelding: Info om maskinport-klienten vår: Denne klienten ble laget når vi var en del av Helsedirektoratet, og nå har vi ikke tilgang til https://minside-samarbeid.digdir.no/ da vi har gått over til FHI. Så vi får ikke sjekket noe der. Vi har en utløpt nøkkel på klienten vår. Hvordan kan vi ordne dette?","Når det postes nøkler på klienter, så har de 1 års levetid. Hva kan gjøres? 1. Noen med rettigheter i Helsedirektoratet kan fornye nøkkelen ved å poste den på nytt eller legge til ny nøkkel. 2. Nøkkelen kan fjernes slik at man kan legge ved virksomhetssertifikat i forespørselen til Maskinporten istedenfor ""KID"" (nøkkel). ALternativt må dere få NAV til å dele tilgang til FHI og opprette en ny klient på det organisasjonsnummeret dersom dere har skrivetilgang der."
Hei!Vi arbeider med opprettelse av en komponent som skal ta seg av rapportering av feil i rettiigheter og roller i Altinn hos Oslo kommune. Et annet team her i jobber med en komponent som skal arbeide med meldingsboksen i Altinn. Disse lages på hovednummeret til Oslo kommune. Når vi satt opp integrasjonene for dette i Maskinporten i produksjon så fant vi ut at scopes som var tilgjengelige var veldig redusert i forhold til i test. Vi trenger å kunne tilgjengeliggjøre disse scopes for produksjon:altinn:reportees altinn:instances.meta altinn:instances.read altinn:enterpriseusers.read altinn:instances.writealtinn:delegations.readaltinn:rolesandrights.read,"Det er Altinn-avdelingen som tilgangstyrer desse API-ene. Ta kontakt med tjenesteeier@altinn.no, så kan de hjelpe de dere videre."
HeiKan du hjelpe oss med hvem som har pålogging til maskinporten for Nome og Midt-Telemark kommune.Trenger dette i forbindelse med integrasjon mot Norkart!,"Hei. Tilgangen til samarbeidsportalen vår er ved første linje basert på e-post domene, dvs om du har e-post adresse med @nome.kommune.no, så kan du opprette bruker og logge inn med den. Det samme med Midt-Telemark, om du har @mt.kommune.no e-post adresse. Logger du inn der kan du se hvilke andre personer som har opprettet seg bruker og har tilgang. Merk, man har ikke tilgang til prod-miljøet på dette nivået, kun test."
"Hei Digdir Går gjennom Brønnøysundregistrene sine kontakter som ligger i Samarbeidsportalen. Her der det behov for å gjøre en rekke endringer. Er dette noe jeg kan redigere selv, altså slette de som ligger der, eller er dette noe dere må gjøre? Flere av de som er listet opp der jobber ikke lenger for Brønnøysundregistrene. Hører fra dere 😊","Hei. Å fjerne brukere fra samarbeidsportalen vår er det bare vi som kan gjøre. Du kan sende meg liste med navn og tilhørende e-post adresser som skal fjernes, så fikser jeg det."
"Vårt virksomhetssertifikat benyttet i SAML integrasjonen mellom selvbetjening-test.dfo.no, pbu-test.forsvaret.no IDPorten Test og selvbetjening.dfo.no, pbu.forsvaret.no IDPorten Prod utløper i 2025. Er det noen utfordringer på deres side med oppdatering av sertifikater for disse integrasjonene?","Hei! Ja, vi har mulighet å oppdatere sertifikater også i 2025. Vi må få de nye metadataene og avtale tidspunkt for oppdatering sammen med dere."
"Hei. Vi forsøker å legge til nytt virksomhetssertifikat i ID-porten integrasjonen vi har og støter på litt problemer. Integrasjons-ID: oidc_skolestart_mrfylke_noFilemelding:403 undefined. The token provided has insufficient scope for this request. It is missing one of: [idporten:dcr.write','SCOPE_idporten:dcr.modify','SCOPE_idporten:dcr.test], but the token is only authorized for [idporten:dcr.read, idporten:scopes.read, openid, profile] Er det brukeren min som ikke har rettigheter til å laste opp nytt sertifikat eller er det sertifikatet jeg forsøker å laste opp som har mangler? De definerte scope’ne vi har i inegrasjonen er ‘openid’ og ‘profile’ så jeg skjønner ikke helt hvorfor vi får beskjed om at vi mangler ‘idporten:dcr.write’ osv., ""Hei, Det var en ganske uforståelig feilmelding","det kan jeg være enig i. Men dette betyr nok at du ikke har nødvendige rettigheter. Du må få delegert de korrekte rettighetene: https://docs.digdir.no/docs/Maskinporten/maskinporten_sjolvbetjening_web#tilgang-i-produksjonsmilj%C3%B8. Når du har fått rettigheter må du trykke på """"Logg inn med Ansattporten"""" for å aktivere de."""
"Hei!Jeg skal opprette en ny integrasjon mot ID-porten, og har nå fått rollen «Selvbetjening av integrasjoner i ID-porten/maskinporten» fra vår Hovedadministrator, men ser ikke ut til at jeg kan opprette ny integrasjon allikevel (+Ny integrasjon er ikke aktiv). Tar det litt tid før den blir aktiv?",Hei. Prøv å logge inn i ansattporten og sjå om dykk får tilgang då.
"Hei, Oracle er en av leverandørene av skytjenester til offentlige virksomheter, som bla. Helse Nord, Helse SørØSt, Helse Vest, Statens Vegvesnen Skatteetaten, Statnett, SSB. Som en del av vår skyplattform (Oracle Cloud Infrastrucure, Oracle OCI) har vi en identitestløsning, tilsvarende f. Eks. EntraID.Dette er en OIDC-2 løsning.VI får spørsmål fra flere av kundene om vi har støtte for IDPorten. Utfra det jeg ser bør ikke det være noe stort problem. Vi ønsker å verifisere at vårOIDC-2 Service Propvider kan kommunisere med IDPorten som IdP, og lage en enkel guide for våre kunder hvordan vår IAM løsning konfigureres for det, primært med IDPorten som IdP for Web løsninger.  Jeg ser av sidene deres, «Ta i bruk IDPorten», en registreringsprosess, 1 Planlegging, Integrasjon og testing, produskjons og forvaltning.»At steg 1 krever en registrering, fylle ut et registreringsskjema, som ikke er velegnet for oss som leverandør, vi levererer genersike sky-infrastruktur og det er opp til vår kunde å besluttetype applikasjon og ID/Authn løsning. Hvilken prosess vil dere anbefale, skal vi starte med å fylle ut registreringsskjematet som leverandør, eller kan vi gå rett til steg 2, test av integrasjon?","Hei, Vi trenger ikke skjema fra dere. Dere må signere leverandørvilkår før dere går videre med testing og oppsett. Den som skal signere bruksvilkårene må:  - Registrere seg som bruker med sin @oracle.com epost-adresse på  https://minside-samarbeid.digdir.no/  - Gå til ""Virksomhetens bruksvilkår"" i menyen til venstre - Velge ""Bruksvilkår for leverandører"", lese og signere NB! Det er kun dette bruksvilkåret som skal signeres. Hvor tilfreds var du med responsen på denne henvendelsen? Gi oss en tilbakemelding"
Hi! I need to be added in Samarbeidsportalen in some way?How can I then get access to this?,Hi! If you want access to Samarbeidsportalen you need to follow the steps in this url: https://samarbeid.digdir.no/maskinporten/ta-i-bruk-maskinporten/97 to get access.
"God dag!Jeg kontakter dere på vegne av virksomheten Proventus AS (Org. nr. 984794452). Vi holder på å teste en integrasjon av ID-Porten i en løsning som heter “Tjenesteshop” for Larvik commune. Vi har problemer med token requesten som skal gi oss en id_token tilbake. Kunne dere hjulpet oss med dette?Vi setter opp en pålogging for “webtjeneste” i testmiljøet deres.Kildekoden vi har benyttet ligger vedlag. Stegene vi foreløpig utfører er: Steg 1: Trykker på en logg-inn knappSteg 2: Oppretter code challenge, code verifier og state.Steg 3: Oppretter en authorization URL som inneholder authorize endpoint, client_id, response_type, scope, code_challenge og method, samt en redirectUri. Steg 3: Etter utført innlogging I ID-Porten sendes man til vår callback url hvor det følger med en code, iss og stateSteg 4: Sjekker state for å forhindre CSRF-AngrepSteg 5: Oppretter en token request med client_id, grant_type, code, redirect_url og code_verifierSteg 6: Gjør om token request tile n request message og legger til client credentials og content før requesten sendesSteg 7: Forsøker å hente inn token response og sjekker statusen på responsenI steg 7 oppstår feilen, vi får en respons med feilmeldingen:""{\""error\"":\""invalid_grant\"",\""error_description\"":\""Invalid or expired authorization code, redirection URI mismatch, or PKCE verification failure\""}"".  Vi har forsøkt diverse justeringer av parameterene og lest dokumentasjonen nøye, men har ikke kommet videre. Har dere muligheten til å hjelpe oss med å finne ut hva kilden til denne feilmeldingen er? Basert på testingen vi har gjort, og dokumentasjonen til ID-Porten ser requesten ut til å ha med alt det nødvendige for å kunne motta en token.","Hei, Har dere en tjeneste i testmiljø eller lignende der vi kan teste innloggingen selv? Ellers er det fint med følgende info: 1. Miljø (test/prod) ? 2. ClientID ? 3. Tidspunkt for forsøk."
"Vi har oprettet ny kunde med nytt organisasjonsnummer. Vi er kunder fra tidligere, men har gjennomgått en fusjon/fisjonsprosess, og derfor nytt orgnummer. Hvis vi kan beholde tilgangen på det gamle frem til vi har nytt oppe å gå, så hadde det vært fint og til vi har fått opprettet integrasjonenene på nytt på nytt org.nummer. Kunne vi ikke bare ha flyttet alt over på nytt orgnr uten å måtte gjøre hele prosessen på nytt?",Hei! Om dykk ynskjer så kan me flytte det over på nytt orgnr. I utgangspunktet skal alt fungere som normalt.
"Hei, vi opplever noen utfordringer med bruk av Ansattporten pålogging i dag gjennom ID-porten og MinId. Vi får denne feilmeldingen tilbake fra AnsattportenVi opplever at vi blir sendt tilbake til klienten (vår applikasjon) før vi i det heletatt kommer til organisasjonsvelgern, med feilmeldingen: An error was encountered while handling the remote login., Message contains error: 'invalid_request', error_description: 'No reportees found for the user with any organizationform', error_uri: 'error_uri is null'. Har dere noe mer informasjon rundt dette ?",Det må vi sjekke ut litt. Har dere et ca tidspunkt for innlogging? Hvilket miljø (test/prod)? Er det en klient som jeg kan teste?
"Flyt IT har i årsskiftet gjort en omorganisering som har ført til at det nå er et nytt orgnaisasjonsnummer som er gjeldende for det ""nye"" selskapet (ellers i stor grad uendret). Det har skapt et problem for oss på selvbetjeningsportalen da både virksomheten og alle integrasjonene er satt opp mot det gamle org-nummeret (998355729), mens endringer på produksjons-integrasjoner krever at jeg logger inn via Ansattporten, som knytter meg til det nye org-nummeret (930539260) og da kan jeg ikke engang se produksjons-integrasjonene etter innlogging der. r det mulig for dere å endre org-nummer på virksomheten og alle integrasjonene til det nye? Eller hvordan må evt. vi gå frem for å få dette endret?",Hei. De må sende inn skjema: https://samarbeid.digdir.no/id-porten/ta-i-bruk-id-porten/94 og opprette integrasjonane på ny.
Hei! Hvor lang levetid har en integrasjon i samarbeidsportalen?,Hei! Den har levetid for evig så lenge ingen deaktiverer han.
Finnes et API for å sjekke hvilke scopes som er definert for en gitt Maskinporte,Hei! Tilganger til scopes gis på organisasjonsnummer-nivå. Man kan bruke scopes-delen av selvbetjenings-apiet for å se hvilke scopes virksomheten har tilgang til. https://api.samarbeid.digdir.no/swagger-ui/index.html?urls.primaryName=Scopes#/Scope%20access/list_1
"Hei,  Viser til bruksvilkår for samarbeidsportalen og behov for tydeliggjøring av mulighetsrom for bruk.   Det fremkommer av bruksvilkår for offentlige kunder pkt. 1.2 at fellesløsning kan benyttes av offentlig virksomhet og virksomheter som utfører oppgaver på vegne av, og som helt eller delvis er finansiert av det offentlige. Videre omfattes private virksomheter som yter tjenester etter avtale med og på vegne av det offentlige, men da begrenset til den delen av virksomheten som omfattes av virksomheten eller utøves på vegne av det offentlige. Under bruksvilkår for private virksomheter og pkt. 1.2 er det en nærmere beskrivelse om Maskinporten og ID-porten:  Maskinporten er en løsning for å sikre korrekt tilgang til data i kommunikasjon mellom maskiner. Løsningen er i stor grad selvbetjent. Tilbyder av data kan definere hva konsument av data skal ha tilgang til, hvordan konsument kan bruke tilgangen, og hvem som kan bli konsument av det aktuelle API. Ved å legge til ID-porten i kommunikasjonen, kan privatpersoner autentisere seg og autorisere tilgang i enkelttilfeller. Det kan være når innbygger, enten på vegne av seg selv eller på vegne av andre, vil dele en offentlig etats data om seg selv med andre offentlige eller private virksomheter.Jeg skulle gjerne ha fått avklart nærmere om bruksvilkårene begrenser mulighet for å benytte ID-porten til innhenting av informasjon fra private tredjepartsaktører (hvor bruksvilkår fra offentlige kunder er hensyntatt). Kontakt meg gjerne på telefon for å få belyst problemstillingen nærmere.,vi er usikker på hva du mener her. Har du noen konkret eksempel på det du skriver her? ""Jeg skulle gjerne ha fått avklart nærmere om bruksvilkårene begrenser mulighet for å benytte ID-porten til innhenting av informasjon fra private tredjepartsaktører (hvor bruksvilkår fra offentlige kunder er hensyntatt).Jeg skulle gjerne ha fått avklart nærmere om bruksvilkårene begrenser mulighet for å benytte ID-porten til innhenting av informasjon fra private tredjepartsaktører (hvor bruksvilkår fra offentlige kunder er hensyntatt).""
Hello,I'm writing to you on behalf of Odoo.We would like to have an access to the client creation/management service for both testing and production purposes (as shown on https://docs.digdir.no/docs/idporten/oidc/oidc_api_admin.html).What information do we need to provide to be granted that access please?""","Hello. You can apply for using our services by going to https://samarbeid.digdir.no/https://samarbeid.digdir.no/, choosing the service you want to use and fill in the information-form."
"Hello, we are filling in the form: https://samarbeid.digdir.no/https://samarbeid.digdir.no/ to gain access to the client creation/management service for both testing and production purposes. We find this link: https://forms-office-com.translate.goog/Pages/ResponsePage.aspx id=D1aOAK8I7EygVrNUR1A5kZbWwz0nwnRGrfJqFQYggctUNFgxRjk2R0RJVldRU0gxWlNZRk1WQURORyQlQCN0PWcu&_x_tr_sl=auto&_x_tr_tl=en&_x_tr_hl=en-USBut we have some questions about the form, it ask: ""A billing address""   -> Is this access payable? If yes, what's the pricing""Are you going to use a supplier? If yes, state supplier.""     -> What do you mean by supplier? We are an accounting software company and we want to allow our user to send VAT declarations to the administration. So I assume that we don't have a supplier but maybe I'm wrong.""Invoice reference in your business""    -> We don't understand this pointThanks in advance for your answer","Hello. First of all, to use our services you need a norwegian organization-number, a norwegian ID-number and login (BankID / Buypass) If you do not have this, you will have to contact Skatteetaten for a alternative solution.   If you have all this you will have to send in the form for Maskinporten - Konsument.The integration for VAT is a Maskinporten-integration with personal login. For this there is no cost, the provider (SKatteetaten) takes the bill."
"Hei Vi har eit skjema laga i .net som vi nok ikkje får til å bruke OIDC på. Vi har tidlegare brukt ADFS-server, men forstår at dette ikkje er støtta lenger? Har lest om proxyløysinga de tilbyr, og lurer på korleis vi kan få kobla oss opp mot denne i .net utan å bruke ADFS. Vi skulle ikkje vidareføre dette skjemaet i utgangspunktet, men så ser det ut til at vi må gjere det eitt år til. Det var i drift i fjor haust, so ifølgje dokumentasjonen dykkar skal de ha flytta metadata for dette?","Hei. Kan de senda over metadata, så skal me sjå nærare på det?"
Hei Her gikk det litt for fort. Jeg klarte å signere signere «Bruksvilkår for eInnsyn.» også. Har dette noen praktiske konsekvenser eller er det ikke så farlig?,Hei! Alt i orden!
Hei Jeg har en virksomhet som skal legge inn en integrasjon i maskinporten.Det er blitt gitt tilgang til vedkommende i altinn for å bruker «Selvbetjening av integrasjoner i ID-porten/Maskinporten» Men når hun logger seg inn på https://minside-samarbeid.digdir.no/ ser hun ikke organisasjonen hun skal opprette integrasjon for.Hva skal til for at hun ser flere virksomheter her?,"Hei! Samarbeidsportalen er domenestyrt, det vil seie at berre dei med eit bestemt domene har tilgang til ein bestemt organisasjon. Kva for organisasjon gjeld dette?"
Hei. Vi har kjørt opp en test av integrasjon i testmiljøet og skal nå over å etablere prod miljøet.Når jeg forsøkte å etablere integrasjonen ser det ut for at jeg må ha noen rettigheter i Altinn for selskapet? Hvilken rettighet må gis?,Hei. Du finn info om dette her: https://docs.digdir.no/docs/Maskinporten/maskinporten_sjolvbetjening_web.html#tilgang-i-produksjonsmilj%C3%B8
"Hei igjen,nå har jeg fått tilgang til Samarbeidsportalen, men jeg har litt utfordringer med å finne avtalen. Har du mulighet til å veilede meg på veien?Takk 🙂","Hei. Den finn du i venstre menyen under Virksomhetens bruksvilkår """
"Hei! Vi trenger å få avklart noe med dere, konkret gjelder dette Ringerike kommune. Vi skal sette opp en service som henter post fra Altinn for NAV.  Kommunen er organisert med flere organisasjonsledd. NAV er plassert som underenhet til Helse og Omsorg. Vi har tilgang på sertifikat bestilt på organisasjonsnummeret til Helse og Omsorg. Spørsmålet er da hvordan integrasjonen i Samarbeidsportalen/Maskinporten skal settes opp.  Når de logger på samarbeidsportalen er det på vegne av kommunen. Vi antar at det må opprettes en integrasjon på organisasjonsenheten Helse og Omsorg.  Må de da benytte oppsett «For en kunde», eller må det delegeres tilganger i Altinn slik at de kan logge på Helse og Omsorg for å opprette integrasjonen på riktig enhet?  Dersom funksjonen «for en kunde» skal benyttes, hvilket sertifikat skal da benyttes for å motta riktig token?","Hei! Det enklaste alternativet er å få delegert leverandørrettar og bruke consumer_org""-claimen i grantet. ref 2.1- : https://samarbeid.digdir.no/maskinporten/leverandor/121"""
Hei! Får man varsel om public key blir snart utløpt?,"Hei! Man får ikke varsel, dette må man passe på selv."
"Hei,Kan dere overføre mine administratorrettigheter for Unilabs' konto i Samarbeidsportalen til @Emma Draleke og @Eskil Gulli Hanssen?","Hei. Nei, dette foregår på Altinn. Ref https://docs.digdir.no/docs/Maskinporten/maskinporten_sjolvbetjening_web.html#tilgang-i-produksjonsmilj%C3%B8"
"Hei, Vi er blitt gjort oppmerksomme på at Virksomhetssertifikat utgår som innloggingsmetode (Altinn - Utgående innloggingsmetoder). Vi bruker i dag Virksomhetssertifikat som autentisering med API, men der står ikke noe i dokumentasjonen (Kom i gang med API :: Altinn digitalisering - Utvikling) at Virksomhetssertifikater utgår som en del av autentisering via API. Kan dere be- eller avkrefte om virksomhetssertifikat fortsatt vil være en autentiserings mulighet med API?","Hei. Virksomhetssertifikat utgår som innloggingsmetode, ikkje som autentiseringsmetode.Dersom de ønsker meir utdjupande svar må de kontakta Altinn direkte - servicedesk@altinn.no"
"Hej, Vi är ett svenskt företag som levererar ett HR-system. Vi försöker bygga en integration mot Altinn där vi vill hämta sjukintyg/läkarintyg för en medarbetare och jag tror vi behöver ansluta oss mot maskinportalen för att få använda deras API. Jag vet inte hur vi passar in i mönstret med ”Konsument” ”Leverantör” och ”Tilbydar”. Jag har heller inte riktigt fått klart för mig om det är detta tillvägagångssätt som passar bäst för vårt case.","Hei! Dere er konsument, merk at dere må ha et norsk orgnr. for å få tilgang til våre fellesløsninger."
"Hei! Hva innebærer det å være API-konsument av Digitoll, hva koster det, og hvordan komme i gang?","Hei! Om dere skal være API-konsument av Digitoll så koster det ikke dere noe. Det er API-tilbyder som tar kostnaden - som i dette tilfellet da blir Tolletaten. API-konsument = Konsument av informasjon, altså verksemder som hentar informasjon/data frå andre. For å komme i gang med å bli API-konsument sender dere inn skjemaet dere finner på punkt 1.1 her: https://samarbeid.digdir.no/maskinporten/konsument/119"
"Hei, jeg forsto det slik at jeg først måtte bli registrert som bruker av tjenesten via servicedesken deres før jeg kan be skatteetaten om tilgangene jeg trenger. Har jeg misforstått? Feilmeldingen jeg får ved login i samarbeidsportalen tyder også på det samme og henviser til servicedesk@digdir.no",Hei. Det er slik at me ikkje kan gje tilgang til å ta i bruk ID-Porten på grunnlaget de beskriv i skjema - de må derfor be Skatteetaten om ei alternativ løysing.
Hei!Vi bruker ID-porten i test mijø for utvikling og demonstrasjon av en tjeneste. De siste dagene har tjeneste feilet uten at vi har gjort noen endringer. Har det skjedd endringer knyttet til ID-porten de siste dagene som kan være årsak til at vi nå ikke får logget på med ID-porten og TestID?,Hei. Det har i grunn ikkje vore nokon slike endringar. De finn status og historikk på https://testmiljo.status.digdir.no/. Har du eventuelt ein trace_ID så kan me feilsøka litt nærare?
"Hei! Vi legger nå Valg- og varaportalen over i skyløsning, og vil derfor gjerne få satt opp en ny integrasjon mot ID-porten i produksjonsmiljøet (for å kunne verifisere ny portal uten å forstyrre eksisterende integrasjon er i bruk en tid fremover). Vi vil bytte til ny portal i prod en gang mellom 15. august og 1. oktober.",Hei. Dette kan de ordna sjølve i sjølvbetjeninga / Samarbeidsportalen. Eventuelt kan leverandør setta det opp (litt avhengig av korleis oppsettet skal sjå ut)
